WartoscDocelowa Pomiar BladBezgledny BladWzgledny
75 75,247 0,247 0,329
75 75,350 0,350 0,467
75 74,849 0,151 0,202
75 74,831 0,169 0,225
75 75,488 0,488 0,650
75 74,861 0,139 0,186
75 75,358 0,358 0,477
75 74,776 0,224 0,299
75 74,677 0,323 0,430
75 75,474 0,474 0,632
75 74,966 0,034 0,045
75 75,470 0,470 0,627
75 75,126 0,126 0,169
75 75,131 0,131 0,175
75 75,229 0,229 0,306
75 75,258 0,258 0,344
75 74,694 0,306 0,408
75 74,829 0,171 0,227
75 74,895 0,105 0,140
75 75,068 0,068 0,091
75 75,371 0,371 0,495
75 74,915 0,085 0,114
75 74,953 0,047 0,063
75 75,078 0,078 0,104
75 74,726 0,274 0,365
75 74,557 0,443 0,591
75 74,891 0,109 0,145
75 75,448 0,448 0,597
75 74,896 0,104 0,139
75 75,035 0,035 0,046
75 74,652 0,348 0,463
75 75,151 0,151 0,202
75 75,111 0,111 0,149
75 75,222 0,222 0,296
75 74,583 0,417 0,556
75 74,798 0,202 0,270
75 75,321 0,321 0,429
75 74,967 0,033 0,044
75 75,281 0,281 0,375
75 75,323 0,323 0,430
75 75,332 0,332 0,443
75 74,910 0,090 0,120
75 74,609 0,391 0,522
75 75,380 0,380 0,507
75 75,039 0,039 0,053
75 74,635 0,365 0,486
75 75,307 0,307 0,409
75 75,292 0,292 0,389
75 74,736 0,264 0,351
75 74,959 0,041 0,055
75 74,569 0,431 0,575
75 75,431 0,431 0,574
75 75,189 0,189 0,253
75 74,596 0,404 0,539
75 74,677 0,323 0,430
75 75,018 0,018 0,024
75 75,164 0,164 0,218
75 75,391 0,391 0,521
75 75,275 0,275 0,366
75 75,377 0,377 0,503
75 75,342 0,342 0,455
75 74,804 0,196 0,261
75 75,157 0,157 0,209
75 74,854 0,146 0,194
75 75,128 0,128 0,170
75 75,372 0,372 0,496
75 74,511 0,489 0,653
75 74,764 0,236 0,315
75 74,661 0,339 0,451
75 75,399 0,399 0,532
75 75,382 0,382 0,509
75 74,914 0,086 0,114
75 75,472 0,472 0,629
75 75,251 0,251 0,334
75 74,781 0,219 0,292
75 74,504 0,496 0,662
75 74,596 0,404 0,539
75 75,206 0,206 0,275
75 75,232 0,232 0,309
75 75,428 0,428 0,571
75 74,657 0,343 0,457
75 75,006 0,006 0,009
75 74,772 0,228 0,304
75 75,336 0,336 0,448
75 75,361 0,361 0,482
75 74,893 0,107 0,143
75 75,371 0,371 0,494
75 75,089 0,089 0,118
75 75,086 0,086 0,115
75 75,160 0,160 0,213
75 75,491 0,491 0,654
75 74,627 0,373 0,498
75 74,775 0,225 0,300
75 74,969 0,031 0,041
75 75,044 0,044 0,059
75 74,646 0,354 0,473
75 75,134 0,134 0,179
75 75,475 0,475 0,633
75 75,314 0,314 0,419
75 74,879 0,121 0,161
75 75,210 0,210 0,280
75 75,078 0,078 0,104
75 75,496 0,496 0,662
75 75,247 0,247 0,330
75 74,789 0,211 0,282
75 75,010 0,010 0,013
75 75,413 0,413 0,551
75 74,598 0,402 0,536
75 74,706 0,294 0,392
75 75,264 0,264 0,352
75 74,583 0,417 0,556
75 75,287 0,287 0,383
75 75,058 0,058 0,077
75 75,340 0,340 0,453
75 75,280 0,280 0,373
75 75,369 0,369 0,492
75 74,535 0,465 0,620
75 75,161 0,161 0,215
75 75,451 0,451 0,601
75 74,756 0,244 0,326
75 74,568 0,432 0,576
75 75,008 0,008 0,011
75 75,324 0,324 0,432
75 75,296 0,296 0,395
75 74,741 0,259 0,346
75 75,295 0,295 0,393
75 75,366 0,366 0,487
75 75,357 0,357 0,476
75 74,995 0,005 0,007
75 74,537 0,463 0,617
75 74,770 0,230 0,306
75 75,172 0,172 0,229
75 75,442 0,442 0,589
75 74,936 0,064 0,086
75 75,040 0,040 0,054
75 74,888 0,112 0,149
75 75,252 0,252 0,336
75 74,551 0,449 0,599
75 75,321 0,321 0,427
75 75,006 0,006 0,008
75 74,943 0,057 0,076
75 75,199 0,199 0,266
75 75,065 0,065 0,087
75 74,635 0,365 0,486
75 74,591 0,409 0,545
75 74,832 0,168 0,224
75 75,310 0,310 0,413
75 74,794 0,206 0,275
75 74,927 0,073 0,097
75 75,329 0,329 0,439
75 75,280 0,280 0,374
75 74,800 0,200 0,266
75 75,021 0,021 0,028
75 75,384 0,384 0,512
75 75,325 0,325 0,433
75 74,655 0,345 0,460
75 75,269 0,269 0,359
75 75,360 0,360 0,481
75 75,196 0,196 0,261
75 75,196 0,196 0,261
75 74,712 0,288 0,385
75 74,806 0,194 0,258
75 74,508 0,492 0,656
75 74,720 0,280 0,373
75 75,258 0,258 0,344
75 74,602 0,398 0,531
75 74,802 0,198 0,264
75 74,727 0,273 0,364
75 75,293 0,293 0,391
75 74,553 0,447 0,596
75 75,024 0,024 0,032
75 75,391 0,391 0,521
75 75,257 0,257 0,342
75 74,626 0,374 0,499
75 75,369 0,369 0,492
75 75,405 0,405 0,539
75 75,204 0,204 0,272
75 74,892 0,108 0,144
75 75,405 0,405 0,540
75 74,859 0,141 0,188
75 75,095 0,095 0,127
75 74,713 0,287 0,383
75 75,082 0,082 0,109
75 74,899 0,101 0,135
75 74,501 0,499 0,665
75 74,631 0,369 0,492
75 74,753 0,247 0,329
75 75,007 0,007 0,010
75 74,717 0,283 0,378
75 74,939 0,061 0,082
75 74,614 0,386 0,515
75 74,885 0,115 0,154
75 74,798 0,202 0,269
75 74,925 0,075 0,099
75 75,017 0,017 0,022
75 75,077 0,077 0,103
75 74,879 0,121 0,161
75 75,343 0,343 0,458
75 74,980 0,020 0,027
75 74,684 0,316 0,421
75 75,233 0,233 0,311
75 74,736 0,264 0,352
75 74,821 0,179 0,239
75 74,722 0,278 0,371
75 74,931 0,069 0,092
75 74,880 0,120 0,160
75 75,268 0,268 0,357
75 74,958 0,042 0,056
75 74,630 0,370 0,494
75 74,749 0,251 0,334
75 74,566 0,434 0,578
75 75,339 0,339 0,452
75 74,963 0,037 0,050
75 75,079 0,079 0,105
75 75,102 0,102 0,136
75 75,452 0,452 0,603
75 75,264 0,264 0,352
75 74,834 0,166 0,221
75 74,775 0,225 0,300
75 74,797 0,203 0,271
75 74,851 0,149 0,199
75 74,619 0,381 0,508
75 74,928 0,072 0,097
75 75,055 0,055 0,074
75 74,895 0,105 0,141
75 75,342 0,342 0,456
75 74,907 0,093 0,124
75 74,941 0,059 0,079
75 75,001 0,001 0,001
75 75,254 0,254 0,339
75 75,472 0,472 0,630
75 74,661 0,339 0,452
75 74,963 0,037 0,050
75 74,825 0,175 0,233
75 75,109 0,109 0,145
75 74,510 0,490 0,654
75 74,801 0,199 0,265
75 74,774 0,226 0,301
75 74,973 0,027 0,036
75 74,605 0,395 0,527
75 75,132 0,132 0,176
75 74,985 0,015 0,021
75 74,638 0,362 0,482
75 75,338 0,338 0,451
75 75,095 0,095 0,127
75 74,956 0,044 0,058
75 75,027 0,027 0,036
75 74,665 0,335 0,447
75 74,571 0,429 0,571
75 74,915 0,085 0,113
75 74,911 0,089 0,119
75 74,972 0,028 0,038
75 75,188 0,188 0,251
75 74,685 0,315 0,420
75 75,153 0,153 0,204
75 74,888 0,112 0,149
75 74,637 0,363 0,484
75 74,965 0,035 0,047
75 75,415 0,415 0,554
75 75,080 0,080 0,107
75 75,189 0,189 0,252
75 74,691 0,309 0,412
75 75,420 0,420 0,560
75 74,747 0,253 0,338
75 74,876 0,124 0,165
75 74,774 0,226 0,301
75 74,954 0,046 0,061
75 75,292 0,292 0,389
75 74,711 0,289 0,385
75 74,595 0,405 0,540
75 74,737 0,263 0,350
75 75,371 0,371 0,495
75 75,500 0,500 0,666
75 75,312 0,312 0,416
75 74,943 0,057 0,076
75 75,333 0,333 0,443
75 75,222 0,222 0,297
75 75,203 0,203 0,271
75 74,649 0,351 0,468
75 74,873 0,127 0,169
75 74,744 0,256 0,341
75 74,977 0,023 0,031
75 74,729 0,271 0,361
75 74,592 0,408 0,544
75 74,579 0,421 0,561
75 75,240 0,240 0,320
75 74,740 0,260 0,346
75 75,006 0,006 0,009
75 74,776 0,224 0,299
75 75,072 0,072 0,096
75 75,168 0,168 0,224
75 74,505 0,495 0,660
75 74,532 0,468 0,624
75 74,964 0,036 0,047
75 74,995 0,005 0,007
75 74,670 0,330 0,439
75 75,049 0,049 0,066
75 75,233 0,233 0,310
75 74,915 0,085 0,114
75 75,367 0,367 0,490
75 75,229 0,229 0,306
75 75,355 0,355 0,474
75 74,704 0,296 0,395
75 75,011 0,011 0,015
75 75,286 0,286 0,381
75 74,612 0,388 0,517
75 75,161 0,161 0,215
75 75,472 0,472 0,629
75 75,015 0,015 0,020
75 74,816 0,184 0,245
75 74,779 0,221 0,295
75 75,125 0,125 0,167
75 75,470 0,470 0,627
75 74,897 0,103 0,138
75 74,794 0,206 0,275
75 74,693 0,307 0,410
75 75,049 0,049 0,065
75 74,583 0,417 0,556
75 74,553 0,447 0,596
75 74,615 0,385 0,513
75 74,542 0,458 0,611
75 75,467 0,467 0,622
75 75,187 0,187 0,249
75 74,892 0,108 0,144
75 74,538 0,462 0,616
75 75,276 0,276 0,368
75 75,438 0,438 0,584
75 74,507 0,493 0,658
75 74,672 0,328 0,438
75 75,268 0,268 0,358
75 75,110 0,110 0,146
75 74,782 0,218 0,290
75 74,607 0,393 0,525
75 75,296 0,296 0,395
75 75,013 0,013 0,017
75 75,279 0,279 0,372
75 75,305 0,305 0,406
75 75,213 0,213 0,285
75 75,469 0,469 0,626
75 75,126 0,126 0,168
75 75,106 0,106 0,141
75 74,999 0,001 0,002
75 75,412 0,412 0,550
75 75,011 0,011 0,014
75 75,361 0,361 0,481
75 75,174 0,174 0,232
75 74,861 0,139 0,185
75 75,391 0,391 0,522
75 74,880 0,120 0,160
75 74,833 0,167 0,222
75 75,095 0,095 0,127
75 74,894 0,106 0,142
75 75,268 0,268 0,357
75 74,886 0,114 0,152
75 75,148 0,148 0,197
75 75,254 0,254 0,338
75 75,284 0,284 0,379
75 74,906 0,094 0,125
75 75,353 0,353 0,471
75 74,628 0,372 0,495
75 74,726 0,274 0,365
75 75,334 0,334 0,446
75 74,543 0,457 0,609
75 74,567 0,433 0,577
75 74,992 0,008 0,011
75 74,637 0,363 0,484
75 75,151 0,151 0,201
75 75,441 0,441 0,588
75 75,373 0,373 0,498
75 75,425 0,425 0,566
75 74,922 0,078 0,104
75 74,683 0,317 0,422
75 75,368 0,368 0,491
75 75,469 0,469 0,626
75 75,145 0,145 0,194
75 74,737 0,263 0,350
75 74,754 0,246 0,329
75 75,021 0,021 0,028
75 75,325 0,325 0,434
75 75,250 0,250 0,333
75 74,951 0,049 0,066
75 74,810 0,190 0,253
75 74,987 0,013 0,017
75 74,638 0,362 0,482
75 75,254 0,254 0,339
75 74,657 0,343 0,458
75 74,891 0,109 0,145
75 74,865 0,135 0,180
75 74,819 0,181 0,242
75 74,655 0,345 0,460
75 75,246 0,246 0,327
75 74,912 0,088 0,117
75 74,920 0,080 0,106
75 75,491 0,491 0,654
75 74,674 0,326 0,435
75 75,218 0,218 0,291
75 74,892 0,108 0,144
75 74,576 0,424 0,565
75 74,555 0,445 0,593
75 75,046 0,046 0,061
75 75,306 0,306 0,407
75 75,318 0,318 0,424
75 75,084 0,084 0,112
75 74,597 0,403 0,538
75 75,437 0,437 0,583
75 75,029 0,029 0,039
75 74,839 0,161 0,215
75 75,463 0,463 0,618
75 74,770 0,230 0,306
75 74,712 0,288 0,385
75 74,914 0,086 0,114
75 74,884 0,116 0,154
75 75,324 0,324 0,432
75 75,155 0,155 0,206
75 74,696 0,304 0,405
75 75,153 0,153 0,204
75 74,887 0,113 0,150
75 74,603 0,397 0,529
75 75,179 0,179 0,239
75 75,433 0,433 0,577
75 74,808 0,192 0,256
75 74,527 0,473 0,630
75 75,310 0,310 0,414
75 75,192 0,192 0,256
75 74,866 0,134 0,178
75 74,872 0,128 0,171
75 75,236 0,236 0,315
75 75,436 0,436 0,582
75 74,883 0,117 0,156
75 74,542 0,458 0,611
75 75,466 0,466 0,621
75 74,937 0,063 0,084
75 75,153 0,153 0,204
75 74,759 0,241 0,321
75 74,917 0,083 0,110
75 74,685 0,315 0,420
75 75,485 0,485 0,647
75 75,374 0,374 0,499
75 74,533 0,467 0,622
75 74,874 0,126 0,168
75 74,622 0,378 0,504
75 75,173 0,173 0,231
75 74,638 0,362 0,483
75 74,827 0,173 0,231
75 75,083 0,083 0,110
75 74,708 0,292 0,390
75 74,511 0,489 0,652
75 75,390 0,390 0,520
75 75,009 0,009 0,012
75 75,205 0,205 0,273
75 74,706 0,294 0,392
75 74,523 0,477 0,636
75 75,437 0,437 0,583
75 74,675 0,325 0,434
75 75,474 0,474 0,632
75 74,962 0,038 0,050
75 74,512 0,488 0,650
75 75,410 0,410 0,547
75 75,313 0,313 0,417
75 75,112 0,112 0,149
75 74,575 0,425 0,566
75 74,695 0,305 0,407
75 75,028 0,028 0,037
75 74,524 0,476 0,634
75 74,702 0,298 0,397
75 74,692 0,308 0,410
75 74,913 0,087 0,116
75 74,676 0,324 0,432
75 75,246 0,246 0,329
75 75,157 0,157 0,210
75 74,614 0,386 0,514
75 75,013 0,013 0,017
75 75,164 0,164 0,219
75 74,833 0,167 0,222
75 74,981 0,019 0,025
75 74,634 0,366 0,488
75 75,415 0,415 0,553
75 75,136 0,136 0,182
75 74,771 0,229 0,305
75 75,344 0,344 0,459
75 74,534 0,466 0,621
75 75,002 0,002 0,003
75 75,356 0,356 0,474
75 75,228 0,228 0,304
75 74,559 0,441 0,588
75 74,582 0,418 0,558
75 74,686 0,314 0,419
75 75,334 0,334 0,445
75 74,824 0,176 0,235
75 74,801 0,199 0,265
75 74,655 0,345 0,460
75 74,557 0,443 0,591
75 74,821 0,179 0,238
75 74,677 0,323 0,431
75 74,644 0,356 0,474
75 75,297 0,297 0,396
75 75,212 0,212 0,282
75 74,671 0,329 0,439
75 75,476 0,476 0,634
75 75,010 0,010 0,013
75 75,291 0,291 0,388
75 75,304 0,304 0,406
75 75,227 0,227 0,303
75 75,358 0,358 0,477
75 74,704 0,296 0,395
75 74,713 0,287 0,383
75 75,354 0,354 0,472
75 75,247 0,247 0,329
75 74,953 0,047 0,062
75 74,809 0,191 0,255
75 75,344 0,344 0,458
75 74,692 0,308 0,411
75 75,317 0,317 0,423
75 75,256 0,256 0,342
75 74,711 0,289 0,385
75 75,094 0,094 0,126
75 75,091 0,091 0,122
75 74,505 0,495 0,660
75 75,454 0,454 0,605
75 75,235 0,235 0,314
75 74,711 0,289 0,385
75 74,727 0,273 0,364
75 75,254 0,254 0,339
75 74,996 0,004 0,005
75 75,180 0,180 0,241
75 74,614 0,386 0,515
75 74,579 0,421 0,562
75 74,592 0,408 0,544
75 75,413 0,413 0,550
75 74,639 0,361 0,482
75 74,556 0,444 0,592
75 74,883 0,117 0,156
75 74,551 0,449 0,599
75 74,575 0,425 0,567
75 74,943 0,057 0,075
75 75,153 0,153 0,204
75 75,052 0,052 0,070
75 74,771 0,229 0,306
75 74,785 0,215 0,287
75 74,604 0,396 0,528
75 75,362 0,362 0,483
75 74,921 0,079 0,106
75 75,352 0,352 0,469
75 74,683 0,317 0,423
75 75,273 0,273 0,364
75 74,854 0,146 0,195
75 74,812 0,188 0,250
75 75,293 0,293 0,391
75 74,672 0,328 0,438
75 75,162 0,162 0,216
75 74,640 0,360 0,480
75 74,871 0,129 0,172
75 75,215 0,215 0,287
75 75,324 0,324 0,432
75 75,163 0,163 0,217
75 75,296 0,296 0,395
75 74,630 0,370 0,494
75 75,366 0,366 0,488
75 74,808 0,192 0,256
75 74,609 0,391 0,522
75 74,746 0,254 0,339
75 74,965 0,035 0,047
75 74,535 0,465 0,620
75 74,545 0,455 0,606
75 75,091 0,091 0,121
75 75,378 0,378 0,504
75 74,673 0,327 0,436
75 74,988 0,012 0,017
75 74,835 0,165 0,220
75 74,501 0,499 0,666
75 74,868 0,132 0,175
75 75,499 0,499 0,666
75 75,172 0,172 0,230
75 74,871 0,129 0,172
75 75,150 0,150 0,200
75 75,284 0,284 0,379
75 74,743 0,257 0,342
75 75,465 0,465 0,621
75 75,167 0,167 0,222
75 75,043 0,043 0,057
75 74,551 0,449 0,598
75 74,668 0,332 0,443
75 75,495 0,495 0,661
75 75,422 0,422 0,563
75 74,933 0,067 0,089
75 74,903 0,097 0,129
75 74,566 0,434 0,579
75 74,956 0,044 0,058
75 74,526 0,474 0,632
75 75,027 0,027 0,036
75 75,123 0,123 0,164
75 74,678 0,322 0,430
75 74,858 0,142 0,189
75 74,723 0,277 0,369
75 75,361 0,361 0,482
75 74,852 0,148 0,197
75 75,136 0,136 0,181
75 74,834 0,166 0,221
75 74,833 0,167 0,223
75 74,623 0,377 0,502
75 75,043 0,043 0,057
75 74,773 0,227 0,302
75 74,961 0,039 0,051
75 74,694 0,306 0,408
75 74,869 0,131 0,174
75 74,889 0,111 0,148
75 74,556 0,444 0,592
75 74,569 0,431 0,575
75 75,115 0,115 0,153
75 74,952 0,048 0,064
75 75,006 0,006 0,008
75 75,283 0,283 0,377
75 74,748 0,252 0,337
75 74,727 0,273 0,364
75 74,954 0,046 0,061
75 75,001 0,001 0,001
75 74,702 0,298 0,397
75 74,919 0,081 0,107
75 75,104 0,104 0,139
75 75,339 0,339 0,452
75 74,819 0,181 0,242
75 74,679 0,321 0,427
75 75,483 0,483 0,644
75 74,776 0,224 0,298
75 75,344 0,344 0,459
75 75,227 0,227 0,302
75 74,928 0,072 0,096
75 75,059 0,059 0,079
75 75,346 0,346 0,462
75 75,090 0,090 0,121
75 74,758 0,242 0,323
75 75,075 0,075 0,100
75 74,841 0,159 0,213
75 74,933 0,067 0,089
75 74,629 0,371 0,495
75 75,276 0,276 0,367
75 75,231 0,231 0,308
75 74,908 0,092 0,123
75 75,322 0,322 0,430
75 75,360 0,360 0,480
75 74,690 0,310 0,414
75 75,024 0,024 0,032
75 74,796 0,204 0,271
75 74,597 0,403 0,538
75 75,442 0,442 0,590
75 75,070 0,070 0,093
75 75,171 0,171 0,228
75 74,856 0,144 0,192
75 74,529 0,471 0,627
75 75,192 0,192 0,256
75 75,441 0,441 0,588
75 75,159 0,159 0,212
75 74,509 0,491 0,655
75 75,391 0,391 0,521
75 74,620 0,380 0,507
75 75,295 0,295 0,394
75 74,741 0,259 0,345
75 74,808 0,192 0,256
75 74,713 0,287 0,383
75 74,870 0,130 0,173
75 75,339 0,339 0,452
75 74,881 0,119 0,159
75 75,370 0,370 0,493
75 74,939 0,061 0,081
75 74,623 0,377 0,503
75 75,142 0,142 0,190
75 75,340 0,340 0,454
75 75,269 0,269 0,358
75 74,912 0,088 0,118
75 74,693 0,307 0,409
75 74,869 0,131 0,175
75 75,121 0,121 0,161
75 74,799 0,201 0,268
75 75,145 0,145 0,194
75 74,997 0,003 0,004
75 75,384 0,384 0,511
75 74,632 0,368 0,491
75 75,139 0,139 0,185
75 75,313 0,313 0,417
75 74,827 0,173 0,231
75 74,771 0,229 0,305
75 75,374 0,374 0,498
75 75,088 0,088 0,117
75 75,217 0,217 0,289
75 75,366 0,366 0,488
75 75,468 0,468 0,624
75 74,886 0,114 0,152
75 75,056 0,056 0,075
75 74,769 0,231 0,308
75 74,854 0,146 0,194
75 74,659 0,341 0,454
75 74,736 0,264 0,352
75 75,463 0,463 0,617
75 75,344 0,344 0,459
75 75,091 0,091 0,121
75 74,972 0,028 0,037
75 75,317 0,317 0,423
75 74,974 0,026 0,035
75 75,416 0,416 0,555
75 75,497 0,497 0,662
75 75,283 0,283 0,378
75 75,218 0,218 0,290
75 75,259 0,259 0,345
75 75,096 0,096 0,128
75 75,177 0,177 0,236
75 74,694 0,306 0,408
75 75,068 0,068 0,091
75 75,283 0,283 0,377
75 75,025 0,025 0,034
75 75,032 0,032 0,043
75 74,597 0,403 0,538
75 75,046 0,046 0,061
75 74,566 0,434 0,578
75 74,671 0,329 0,439
75 75,475 0,475 0,633
75 75,385 0,385 0,513
75 74,884 0,116 0,155
75 74,957 0,043 0,058
75 75,360 0,360 0,480
75 74,575 0,425 0,566
75 74,827 0,173 0,231
75 75,085 0,085 0,114
75 75,309 0,309 0,412
75 75,401 0,401 0,535
75 74,825 0,175 0,233
75 75,083 0,083 0,111
75 75,007 0,007 0,009
75 74,922 0,078 0,104
75 74,942 0,058 0,077
75 75,259 0,259 0,346
75 75,225 0,225 0,299
75 74,689 0,311 0,414
75 74,518 0,482 0,642
75 75,288 0,288 0,384
75 75,425 0,425 0,567
75 74,705 0,295 0,393
75 74,574 0,426 0,569
75 75,367 0,367 0,489
75 74,731 0,269 0,358
75 74,845 0,155 0,206
75 75,196 0,196 0,261
75 74,688 0,312 0,416
75 74,583 0,417 0,557
75 74,894 0,106 0,142
75 74,515 0,485 0,647
75 74,813 0,187 0,249
75 75,269 0,269 0,359
75 74,842 0,158 0,210
75 75,498 0,498 0,664
75 75,392 0,392 0,523
75 75,199 0,199 0,265
75 74,585 0,415 0,554
75 74,735 0,265 0,354
75 75,089 0,089 0,119
75 75,189 0,189 0,253
75 74,704 0,296 0,394
75 74,565 0,435 0,580
75 75,481 0,481 0,642
75 75,286 0,286 0,381
75 74,604 0,396 0,528
75 75,412 0,412 0,550
75 75,181 0,181 0,242
75 74,627 0,373 0,497
75 74,846 0,154 0,206
75 74,929 0,071 0,095
75 75,419 0,419 0,559
75 74,649 0,351 0,468
75 75,183 0,183 0,244
75 74,626 0,374 0,499
75 74,839 0,161 0,215
75 75,476 0,476 0,634
75 75,457 0,457 0,609
75 74,979 0,021 0,029
75 75,325 0,325 0,434
75 74,712 0,288 0,385
75 75,205 0,205 0,273
75 74,609 0,391 0,522
75 75,272 0,272 0,363
75 74,949 0,051 0,067
75 74,560 0,440 0,586
75 75,045 0,045 0,060
75 74,801 0,199 0,265
75 75,241 0,241 0,321
75 74,794 0,206 0,274
75 74,727 0,273 0,365
75 75,103 0,103 0,138
75 75,443 0,443 0,591
75 74,622 0,378 0,503
75 75,376 0,376 0,501
75 75,264 0,264 0,352
75 74,839 0,161 0,214
75 75,233 0,233 0,311
75 74,593 0,407 0,543
75 74,620 0,380 0,507
75 74,675 0,325 0,434
75 74,844 0,156 0,208
75 74,553 0,447 0,597
75 74,963 0,037 0,050
75 75,287 0,287 0,383
75 75,469 0,469 0,626
75 74,976 0,024 0,033
75 74,668 0,332 0,443
75 75,320 0,320 0,427
75 74,511 0,489 0,651
75 75,120 0,120 0,160
75 75,130 0,130 0,173
75 75,096 0,096 0,128
75 74,718 0,282 0,376
75 75,413 0,413 0,551
75 74,734 0,266 0,354
75 74,627 0,373 0,498
75 75,038 0,038 0,051
75 75,473 0,473 0,631
75 74,953 0,047 0,063
75 74,857 0,143 0,191
75 74,912 0,088 0,117
75 74,694 0,306 0,409
75 75,047 0,047 0,062
75 74,716 0,284 0,379
75 74,572 0,428 0,571
75 75,282 0,282 0,376
75 75,313 0,313 0,418
75 75,241 0,241 0,321
